key	cxx_dist_refs	cxx_dist_defaults	cxx_direct_refs	cxx_direct_defaults	cxx_targets	rust_refs	status	notes
CharDelete.KeepDays	worldserver:server/worldserver/worldserver.conf.dist:3303	worldserver=30	Int:server/game/World/World.cpp:1454	Int=30	CONFIG_CHARDELETE_KEEP_DAYS		missing_in_rust	-
CharDelete.Method	worldserver:server/worldserver/worldserver.conf.dist:3271	worldserver=0	Int:server/game/World/World.cpp:1450	Int=0	CONFIG_CHARDELETE_METHOD		missing_in_rust	-
CharDelete.MinLevel	worldserver:server/worldserver/worldserver.conf.dist:3279	worldserver=0	Int:server/game/World/World.cpp:1451	Int=0	CONFIG_CHARDELETE_MIN_LEVEL		missing_in_rust	-
CharacterCreating.DisableAlliedRaceAchievementRequirement	worldserver:server/worldserver/worldserver.conf.dist:883	worldserver=0	Bool:server/game/World/World.cpp:975	Bool=false	CONFIG_CHARACTER_CREATING_DISABLE_ALLIED_RACE_ACHIEVEMENT_REQUIREMENT		missing_in_rust	-
CharacterCreating.Disabled	worldserver:server/worldserver/worldserver.conf.dist:780	worldserver=0	Int:server/game/World/World.cpp:947	Int=0	CONFIG_CHARACTER_CREATING_DISABLED		missing_in_rust	-
CharacterCreating.Disabled.ClassMask	worldserver:server/worldserver/worldserver.conf.dist:833	worldserver=0	Int:server/game/World/World.cpp:949	Int=0	CONFIG_CHARACTER_CREATING_DISABLED_CLASSMASK		missing_in_rust	-
CharacterCreating.Disabled.RaceMask	worldserver:server/worldserver/worldserver.conf.dist:813	worldserver=0	Int64:server/game/World/World.cpp:948	Int64=0	CONFIG_CHARACTER_CREATING_DISABLED_RACEMASK		missing_in_rust	-
CharacterCreating.EvokersPerRealm	worldserver:server/worldserver/worldserver.conf.dist:857	worldserver=1	Int:server/game/World/World.cpp:966	Int=1	CONFIG_CHARACTER_CREATING_EVOKERS_PER_REALM		missing_in_rust	-
CharacterCreating.MinLevelForDemonHunter	worldserver:server/worldserver/worldserver.conf.dist:866	worldserver=0	Int:server/game/World/World.cpp:973	Int=0	CONFIG_CHARACTER_CREATING_MIN_LEVEL_FOR_DEMON_HUNTER		missing_in_rust	-
CharacterCreating.MinLevelForEvoker	worldserver:server/worldserver/worldserver.conf.dist:875	worldserver=0	Int:server/game/World/World.cpp:974	Int=50	CONFIG_CHARACTER_CREATING_MIN_LEVEL_FOR_EVOKER		missing_in_rust	-
CharacterDatabase.SynchThreads	worldserver:server/worldserver/worldserver.conf.dist:151	worldserver=2					missing_in_rust	-
CharacterDatabase.WorkerThreads	worldserver:server/worldserver/worldserver.conf.dist:135	worldserver=1					missing_in_rust	-
CharacterDatabaseInfo	worldserver:server/worldserver/worldserver.conf.dist:117	worldserver="127.0.0.1;3306;trinity;trinity;characters"					missing_in_rust	Rust usa subclaves CharacterDatabaseInfo.Host/Port/Username/Password/Database; C++ usa valor semicolonado CharacterDatabaseInfo
CharacterDatabaseInfo.Database						get_string_default:crates/world-server/src/main.rs:189	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
CharacterDatabaseInfo.Host						get_string_default:crates/world-server/src/main.rs:184	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
CharacterDatabaseInfo.Password						get_string_default:crates/world-server/src/main.rs:187	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
CharacterDatabaseInfo.Port						get_value:crates/world-server/src/main.rs:185	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
CharacterDatabaseInfo.Username						get_string_default:crates/world-server/src/main.rs:186	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
CharactersPerAccount	worldserver:server/worldserver/worldserver.conf.dist:841	worldserver=60	Int:server/game/World/World.cpp:959	Int=60	CONFIG_CHARACTERS_PER_ACCOUNT		missing_in_rust	-
CharactersPerRealm	worldserver:server/worldserver/worldserver.conf.dist:849	worldserver=60	Int:server/game/World/World.cpp:951	Int=60	CONFIG_CHARACTERS_PER_REALM		missing_in_rust	-
ChatFakeMessagePreventing	worldserver:server/worldserver/worldserver.conf.dist:2082	worldserver=1	Bool:server/game/World/World.cpp:1294	Bool=false	CONFIG_CHAT_FAKE_MESSAGE_PREVENTING		missing_in_rust	-
ChatFlood.AddonMessageCount	worldserver:server/worldserver/worldserver.conf.dist:2128	worldserver=100	Int:server/game/World/World.cpp:1243	Int=100	CONFIG_CHATFLOOD_ADDON_MESSAGE_COUNT		missing_in_rust	-
ChatFlood.AddonMessageDelay	worldserver:server/worldserver/worldserver.conf.dist:2135	worldserver=1	Int:server/game/World/World.cpp:1244	Int=1	CONFIG_CHATFLOOD_ADDON_MESSAGE_DELAY		missing_in_rust	-
ChatFlood.MessageCount	worldserver:server/worldserver/worldserver.conf.dist:2113	worldserver=10	Int:server/game/World/World.cpp:1241	Int=10	CONFIG_CHATFLOOD_MESSAGE_COUNT		missing_in_rust	-
ChatFlood.MessageDelay	worldserver:server/worldserver/worldserver.conf.dist:2120	worldserver=1	Int:server/game/World/World.cpp:1242	Int=1	CONFIG_CHATFLOOD_MESSAGE_DELAY		missing_in_rust	-
ChatFlood.MuteTime	worldserver:server/worldserver/worldserver.conf.dist:2142	worldserver=10	Int:server/game/World/World.cpp:1245	Int=10	CONFIG_CHATFLOOD_MUTE_TIME		missing_in_rust	-
ChatLevelReq.Channel	worldserver:server/worldserver/worldserver.conf.dist:2161	worldserver=1	Int:server/game/World/World.cpp:785	Int=1	CONFIG_CHAT_CHANNEL_LEVEL_REQ		missing_in_rust	-
ChatLevelReq.Emote	worldserver:server/worldserver/worldserver.conf.dist:2163	worldserver=1	Int:server/game/World/World.cpp:787	Int=1	CONFIG_CHAT_EMOTE_LEVEL_REQ		missing_in_rust	-
ChatLevelReq.Say	worldserver:server/worldserver/worldserver.conf.dist:2164	worldserver=1	Int:server/game/World/World.cpp:788	Int=1	CONFIG_CHAT_SAY_LEVEL_REQ		missing_in_rust	-
ChatLevelReq.Whisper	worldserver:server/worldserver/worldserver.conf.dist:2162	worldserver=1	Int:server/game/World/World.cpp:786	Int=1	CONFIG_CHAT_WHISPER_LEVEL_REQ		missing_in_rust	-
ChatLevelReq.Yell	worldserver:server/worldserver/worldserver.conf.dist:2165	worldserver=1	Int:server/game/World/World.cpp:789	Int=1	CONFIG_CHAT_YELL_LEVEL_REQ		missing_in_rust	-
ChatStrictLinkChecking.Kick	worldserver:server/worldserver/worldserver.conf.dist:2105	worldserver=0	Int:server/game/World/World.cpp:1296	Int=0	CONFIG_CHAT_STRICT_LINK_CHECKING_KICK		missing_in_rust	-
ChatStrictLinkChecking.Severity	worldserver:server/worldserver/worldserver.conf.dist:2096	worldserver=0	Int:server/game/World/World.cpp:1295	Int=0	CONFIG_CHAT_STRICT_LINK_CHECKING_SEVERITY		missing_in_rust	-
CheckGameObjectLoS	worldserver:server/worldserver/worldserver.conf.dist:467	worldserver=1	Bool:server/game/World/World.cpp:1714	Bool=true	CONFIG_CHECK_GOBJECT_LOS		missing_in_rust	-
CleanCharacterDB	worldserver:server/worldserver/worldserver.conf.dist:524	worldserver=0	Bool:server/game/World/World.cpp:770	Bool=false	CONFIG_CLEAN_CHARACTER_DB		missing_in_rust	-
CleanOldMailTime	worldserver:server/worldserver/worldserver.conf.dist:1265	worldserver=4	Int:server/game/World/World.cpp:1170	Int=4	CONFIG_CLEAN_OLD_MAIL_TIME		missing_in_rust	-
ClientCacheVersion	worldserver:server/worldserver/worldserver.conf.dist:1298	worldserver=0	Int:server/game/World/World.cpp:1372	Int=0	int32 clientCacheId		missing_in_rust	-
Command.LookupMaxResults	worldserver:server/worldserver/worldserver.conf.dist:1345	worldserver=0	Int:server/game/World/World.cpp:1584	Int=0	CONFIG_MAX_RESULTS_LOOKUP_COMMANDS		missing_in_rust	-
Compression	worldserver:server/worldserver/worldserver.conf.dist:283	worldserver=1	Int:server/game/World/World.cpp:763	Int=1	CONFIG_COMPRESSION		missing_in_rust	-
Console.Enable	worldserver:server/worldserver/worldserver.conf.dist:3206	worldserver=1	Bool:server/worldserver/Main.cpp:420|Bool:server/worldserver/Main.cpp:422	Bool=true|Bool=true			missing_in_rust	-
Corpse.Decay.Elite	worldserver:server/worldserver/worldserver.conf.dist:1807	worldserver=300	Int:server/game/World/World.cpp:1299	Int=300	CONFIG_CORPSE_DECAY_ELITE		missing_in_rust	-
Corpse.Decay.MinusMob	worldserver:server/worldserver/worldserver.conf.dist:1812	worldserver=150	Int:server/game/World/World.cpp:1304	Int=150	CONFIG_CORPSE_DECAY_MINUSMOB		missing_in_rust	-
Corpse.Decay.Normal	worldserver:server/worldserver/worldserver.conf.dist:1806	worldserver=300	Int:server/game/World/World.cpp:1298	Int=60	CONFIG_CORPSE_DECAY_NORMAL		missing_in_rust	-
Corpse.Decay.Obsolete	worldserver:server/worldserver/worldserver.conf.dist:1809	worldserver=3600	Int:server/game/World/World.cpp:1301	Int=3600	CONFIG_CORPSE_DECAY_OBSOLETE		missing_in_rust	-
Corpse.Decay.Rare	worldserver:server/worldserver/worldserver.conf.dist:1810	worldserver=300	Int:server/game/World/World.cpp:1302	Int=300	CONFIG_CORPSE_DECAY_RARE		missing_in_rust	-
Corpse.Decay.RareElite	worldserver:server/worldserver/worldserver.conf.dist:1808	worldserver=300	Int:server/game/World/World.cpp:1300	Int=300	CONFIG_CORPSE_DECAY_RAREELITE		missing_in_rust	-
Corpse.Decay.Trivial	worldserver:server/worldserver/worldserver.conf.dist:1811	worldserver=300	Int:server/game/World/World.cpp:1303	Int=300	CONFIG_CORPSE_DECAY_TRIVIAL		missing_in_rust	-
Creature.CheckInvalidPosition	worldserver:server/worldserver/worldserver.conf.dist:3548	worldserver=0	Bool:server/game/World/World.cpp:1710	Bool=false	CONFIG_CREATURE_CHECK_INVALID_POSITION		missing_in_rust	-
Creature.MovingStopTimeForPlayer	worldserver:server/worldserver/worldserver.conf.dist:1934	worldserver=180000	Int:server/game/World/World.cpp:1370	Int=3 * MINUTE * IN_MILLISECONDS	CONFIG_CREATURE_STOP_FOR_PLAYER		missing_in_rust	-
Creature.PickPocketRefillDelay	worldserver:server/worldserver/worldserver.conf.dist:1903	worldserver=600	Int:server/game/World/World.cpp:1369	Int=10 * MINUTE	CONFIG_CREATURE_PICKPOCKET_REFILL		missing_in_rust	-
Creature.RegenHPCannotReachTargetInRaid	worldserver:server/worldserver/worldserver.conf.dist:1950	worldserver=1	Bool:server/game/World/World.cpp:891	Bool=true	CONFIG_REGEN_HP_CANNOT_REACH_TARGET_IN_RAID		missing_in_rust	-
CreatureFamilyAssistanceDelay	worldserver:server/worldserver/worldserver.conf.dist:1772	worldserver=1500	Int:server/game/World/World.cpp:1251	Int=1500	CONFIG_CREATURE_FAMILY_ASSISTANCE_DELAY		missing_in_rust	-
CreatureFamilyAssistanceRadius	worldserver:server/worldserver/worldserver.conf.dist:1765	worldserver=10	Float:server/game/World/World.cpp:1250	Float=10.0f	CONFIG_CREATURE_FAMILY_ASSISTANCE_RADIUS		missing_in_rust	-
CreatureFamilyFleeAssistanceRadius	worldserver:server/worldserver/worldserver.conf.dist:1756	worldserver=30	Float:server/game/World/World.cpp:1249	Float=30.0f	CONFIG_CREATURE_FAMILY_FLEE_ASSISTANCE_RADIUS		missing_in_rust	-
CreatureFamilyFleeDelay	worldserver:server/worldserver/worldserver.conf.dist:1780	worldserver=7000	Int:server/game/World/World.cpp:1252	Int=7000	CONFIG_CREATURE_FAMILY_FLEE_DELAY		missing_in_rust	-
Currency.ResetDay	worldserver:server/worldserver/worldserver.conf.dist:4290	worldserver=3	Int:server/game/World/World.cpp:1088	Int=3	CONFIG_CURRENCY_RESET_DAY		missing_in_rust	-
Currency.ResetHour	worldserver:server/worldserver/worldserver.conf.dist:4298	worldserver=6	Int:server/game/World/World.cpp:1082	Int=3	CONFIG_CURRENCY_RESET_HOUR		missing_in_rust	-
Currency.ResetInterval	worldserver:server/worldserver/worldserver.conf.dist:4282	worldserver=7	Int:server/game/World/World.cpp:1094	Int=7	CONFIG_CURRENCY_RESET_INTERVAL		missing_in_rust	-
DBC.EnforceItemAttributes	worldserver:server/worldserver/worldserver.conf.dist:1364	worldserver=1	Bool:server/game/World/World.cpp:1605	Bool=true	CONFIG_DBC_ENFORCE_ITEM_ATTRIBUTES		missing_in_rust	-
DBC.Locale	worldserver:server/worldserver/worldserver.conf.dist:697	worldserver=0	Int:server/game/World/World.cpp:569	Int=0		get_string_default:crates/world-server/src/main.rs:300	rust_exact_key	-
DataDir	worldserver:server/worldserver/worldserver.conf.dist:79	worldserver="."	String:server/game/World/World.cpp:1523	String="./"	std::string dataPath	get_string_default:crates/world-server/src/main.rs:299	rust_exact_key	-
Death.Bones.BattlegroundOrArena	worldserver:server/worldserver/worldserver.conf.dist:2740	worldserver=1	Bool:server/game/World/World.cpp:1310	Bool=true	CONFIG_DEATH_BONES_BG_OR_ARENA		missing_in_rust	-
Death.Bones.World	worldserver:server/worldserver/worldserver.conf.dist:2739	worldserver=1	Bool:server/game/World/World.cpp:1309	Bool=true	CONFIG_DEATH_BONES_WORLD		missing_in_rust	-
Death.CorpseReclaimDelay.PvE	worldserver:server/worldserver/worldserver.conf.dist:2728	worldserver=0	Bool:server/game/World/World.cpp:1308	Bool=true	CONFIG_DEATH_CORPSE_RECLAIM_DELAY_PVE		missing_in_rust	-
Death.CorpseReclaimDelay.PvP	worldserver:server/worldserver/worldserver.conf.dist:2727	worldserver=1	Bool:server/game/World/World.cpp:1307	Bool=true	CONFIG_DEATH_CORPSE_RECLAIM_DELAY_PVP		missing_in_rust	-
Death.SicknessLevel	worldserver:server/worldserver/worldserver.conf.dist:2718	worldserver=11	Int:server/game/World/World.cpp:1306	Int=11	CONFIG_DEATH_SICKNESS_LEVEL		missing_in_rust	-
DeclinedNames	worldserver:server/worldserver/worldserver.conf.dist:705	worldserver=0	Bool:server/game/World/World.cpp:1316	Bool=false	CONFIG_DECLINED_NAMES_USED		missing_in_rust	-
DetectPosCollision	worldserver:server/worldserver/worldserver.conf.dist:458	worldserver=1	Bool:server/game/World/World.cpp:1290	Bool=true	CONFIG_DETECT_POS_COLLISION		missing_in_rust	-
Die.Command.Mode	worldserver:server/worldserver/worldserver.conf.dist:2748	worldserver=1	Bool:server/game/World/World.cpp:1312	Bool=true	CONFIG_DIE_COMMAND_MODE		missing_in_rust	-
DisableWaterBreath	worldserver:server/worldserver/worldserver.conf.dist:984	worldserver=4	Int:server/game/World/World.cpp:1230	Int=SEC_CONSOLE	CONFIG_DISABLE_BREATHING		missing_in_rust	-
DisconnectToleranceInterval	worldserver:server/worldserver/worldserver.conf.dist:422	worldserver=0	Int:server/game/World/World.cpp:812	Int=0	CONFIG_INTERVAL_DISCONNECT_TOLERANCE		missing_in_rust	-
DungeonFinder.OptionsMask	worldserver:server/worldserver/worldserver.conf.dist:1355	worldserver=1	Int:server/game/World/World.cpp:1602	Int=1	CONFIG_LFG_OPTIONSMASK		missing_in_rust	-
DurabilityLoss.InPvP	worldserver:server/worldserver/worldserver.conf.dist:2668	worldserver=0	Bool:server/game/World/World.cpp:761	Bool=false	CONFIG_DURABILITY_LOSS_IN_PVP		missing_in_rust	-
DurabilityLoss.OnDeath	worldserver:server/worldserver/worldserver.conf.dist:2675	worldserver=10	Float:server/game/World/World.cpp:710	Float=10.0f	RATE_DURABILITY_LOSS_ON_DEATH		missing_in_rust	-
DurabilityLossChance.Absorb	worldserver:server/worldserver/worldserver.conf.dist:2690	worldserver=0.5	Float:server/game/World/World.cpp:729	Float=0.5f	RATE_DURABILITY_LOSS_ABSORB		missing_in_rust	-
DurabilityLossChance.Block	worldserver:server/worldserver/worldserver.conf.dist:2706	worldserver=0.05	Float:server/game/World/World.cpp:741	Float=0.05f	RATE_DURABILITY_LOSS_BLOCK		missing_in_rust	-
DurabilityLossChance.Damage	worldserver:server/worldserver/worldserver.conf.dist:2682	worldserver=0.5	Float:server/game/World/World.cpp:723	Float=0.5f	RATE_DURABILITY_LOSS_DAMAGE		missing_in_rust	-
DurabilityLossChance.Parry	worldserver:server/worldserver/worldserver.conf.dist:2698	worldserver=0.05	Float:server/game/World/World.cpp:735	Float=0.05f	RATE_DURABILITY_LOSS_PARRY		missing_in_rust	-
EnableAELoot	worldserver:server/worldserver/worldserver.conf.dist:3563	worldserver=0	Bool:server/game/World/World.cpp:1520	Bool=false	CONFIG_ENABLE_AE_LOOT	crates/world-server/src/main.rs; crates/wow-network/src/accept.rs; crates/wow-world/src/session.rs; crates/wow-world/src/handlers/loot.rs	represented_rust	#NEXT.R8.ENTITIES.217 reads the C++ bool key and gates represented AE loot target fanout; canonical grid/ObjectAccessor/shared loot parity remains pending
Event.Announce	worldserver:server/worldserver/worldserver.conf.dist:1306	worldserver=0	Bool:server/game/World/World.cpp:1247	Bool=false	CONFIG_EVENT_ANNOUNCE		missing_in_rust	-
Expansion	worldserver:server/worldserver/worldserver.conf.dist:722	worldserver=9	Int:server/game/World/World.cpp:1234|Int:server/game/World/World.cpp:1239	Int=CURRENT_EXPANSION|Int=CURRENT_EXPANSION	uint32 val|CONFIG_EXPANSION		missing_in_rust	-
FeatureSystem.BpayStore.Enabled	worldserver:server/worldserver/worldserver.conf.dist:1407	worldserver=0	Bool:server/game/World/World.cpp:1597	Bool=false	CONFIG_FEATURE_SYSTEM_BPAY_STORE_ENABLED		missing_in_rust	-
FeatureSystem.CharacterUndelete.Cooldown	worldserver:server/worldserver/worldserver.conf.dist:1422	worldserver=2592000	Int:server/game/World/World.cpp:1599	Int=2592000	CONFIG_FEATURE_SYSTEM_CHARACTER_UNDELETE_COOLDOWN		missing_in_rust	-
FeatureSystem.CharacterUndelete.Enabled	worldserver:server/worldserver/worldserver.conf.dist:1415	worldserver=0	Bool:server/game/World/World.cpp:1598	Bool=false	CONFIG_FEATURE_SYSTEM_CHARACTER_UNDELETE_ENABLED		missing_in_rust	-
FlashAtStart	worldserver:server/worldserver/worldserver.conf.dist:1322	worldserver=1	Bool:server/worldserver/CommandLine/CliRunnable.cpp:127	Bool=true			missing_in_rust	-
GM.AllowInvite	worldserver:server/worldserver/worldserver.conf.dist:2295	worldserver=0	Bool:server/game/World/World.cpp:1163	Bool=false	CONFIG_ALLOW_GM_GROUP		missing_in_rust	-
GM.Chat	worldserver:server/worldserver/worldserver.conf.dist:2242	worldserver=2	Int:server/game/World/World.cpp:1145	Int=2	CONFIG_GM_CHAT		missing_in_rust	-
GM.ForceShutdownThreshold	worldserver:server/worldserver/worldserver.conf.dist:2311	worldserver=30	Int:server/game/World/World.cpp:1165	Int=30	CONFIG_FORCE_SHUTDOWN_THRESHOLD		missing_in_rust	-
GM.FreezeAuraDuration	worldserver:server/worldserver/worldserver.conf.dist:2260	worldserver=0	Int:server/game/World/World.cpp:1147	Int=0	CONFIG_GM_FREEZE_DURATION		missing_in_rust	-
GM.InGMList.Level	worldserver:server/worldserver/worldserver.conf.dist:2270	worldserver=3	Int:server/game/World/World.cpp:1149	Int=SEC_ADMINISTRATOR	CONFIG_GM_LEVEL_IN_GM_LIST		missing_in_rust	-
GM.InWhoList.Level	worldserver:server/worldserver/worldserver.conf.dist:2280	worldserver=3	Int:server/game/World/World.cpp:1150	Int=SEC_ADMINISTRATOR	CONFIG_GM_LEVEL_IN_WHO_LIST		missing_in_rust	-
GM.LoginState	worldserver:server/worldserver/worldserver.conf.dist:2224	worldserver=2	Int:server/game/World/World.cpp:1143	Int=2	CONFIG_GM_LOGIN_STATE		missing_in_rust	-
GM.LowerSecurity	worldserver:server/worldserver/worldserver.conf.dist:2304	worldserver=0	Bool:server/game/World/World.cpp:1164	Bool=false	CONFIG_GM_LOWER_SECURITY		missing_in_rust	-
GM.StartLevel	worldserver:server/worldserver/worldserver.conf.dist:2287	worldserver=1	Int:server/game/World/World.cpp:1151	Int=1	CONFIG_START_GM_LEVEL		missing_in_rust	-
GM.Visible	worldserver:server/worldserver/worldserver.conf.dist:2233	worldserver=2	Int:server/game/World/World.cpp:1144	Int=2	CONFIG_GM_VISIBLE_STATE		missing_in_rust	-
GM.WhisperingTo	worldserver:server/worldserver/worldserver.conf.dist:2251	worldserver=2	Int:server/game/World/World.cpp:1146	Int=2	CONFIG_GM_WHISPERING_TO		missing_in_rust	-
GameObject.CheckInvalidPosition	worldserver:server/worldserver/worldserver.conf.dist:3555	worldserver=0	Bool:server/game/World/World.cpp:1711	Bool=false	CONFIG_GAME_OBJECT_CHECK_INVALID_POSITION		missing_in_rust	-
GameType	worldserver:server/worldserver/worldserver.conf.dist:602	worldserver=0	Int:server/game/World/World.cpp:895|Int:server/game/World/World.cpp:900	Int=0|Int=0	uint32 val|CONFIG_GAME_TYPE		missing_in_rust	-
GridCleanUpDelay	worldserver:server/worldserver/worldserver.conf.dist:371	worldserver=300000	Int:server/game/World/World.cpp:822	Int=5 * MINUTE * IN_MILLISECONDS	CONFIG_INTERVAL_GRIDCLEAN		missing_in_rust	-
GridUnload	worldserver:server/worldserver/worldserver.conf.dist:311	worldserver=1	Bool:server/game/World/World.cpp:797	Bool=true	CONFIG_GRID_UNLOAD		missing_in_rust	-
Guild.AllowMultipleGuildMaster	worldserver:server/worldserver/worldserver.conf.dist:3434	worldserver=0	Bool:server/game/Guilds/Guild.cpp:2638	Bool=false			missing_in_rust	-
Guild.BankEventLogRecordsCount	worldserver:server/worldserver/worldserver.conf.dist:1173	worldserver=25	Int:server/game/World/World.cpp:1388	Int=GUILD_BANKLOG_MAX_RECORDS	CONFIG_GUILD_BANK_EVENT_LOG_COUNT		missing_in_rust	-
Guild.CharterCost	worldserver:server/worldserver/worldserver.conf.dist:759	worldserver=1000	Int:server/game/World/World.cpp:942	Int=1000	CONFIG_CHARTER_COST_GUILD		missing_in_rust	-
Guild.EventLogRecordsCount	worldserver:server/worldserver/worldserver.conf.dist:1155	worldserver=100	Int:server/game/World/World.cpp:1385	Int=GUILD_EVENTLOG_MAX_RECORDS	CONFIG_GUILD_EVENT_LOG_COUNT		missing_in_rust	-
Guild.NewsLogRecordsCount	worldserver:server/worldserver/worldserver.conf.dist:1183	worldserver=250	Int:server/game/World/World.cpp:1382	Int=GUILD_NEWSLOG_MAX_RECORDS	CONFIG_GUILD_NEWS_LOG_COUNT		missing_in_rust	-
Guild.ResetHour	worldserver:server/worldserver/worldserver.conf.dist:1163	worldserver=6	Int:server/game/World/World.cpp:1283	Int=6	CONFIG_GUILD_RESET_HOUR		missing_in_rust	-
Guild.SaveInterval	worldserver:server/worldserver/worldserver.conf.dist:1190	worldserver=15	Int:server/game/World/World.cpp:1638	Int=15	CONFIG_GUILD_SAVE_INTERVAL		missing_in_rust	-
HonorPointsAfterDuel	worldserver:server/worldserver/worldserver.conf.dist:3368	worldserver=0	Int:server/game/World/World.cpp:1567	Int=0	CONFIG_HONOR_AFTER_DUEL		missing_in_rust	-
HotSwap.EnableBuildFileRecreation	worldserver:server/worldserver/worldserver.conf.dist:1564	worldserver=1	Bool:server/game/World/World.cpp:1696	Bool=true	CONFIG_HOTSWAP_BUILD_FILE_RECREATION_ENABLED		missing_in_rust	-
HotSwap.EnableEarlyTermination	worldserver:server/worldserver/worldserver.conf.dist:1556	worldserver=1	Bool:server/game/World/World.cpp:1695	Bool=true	CONFIG_HOTSWAP_EARLY_TERMINATION_ENABLED		missing_in_rust	-
HotSwap.EnableInstall	worldserver:server/worldserver/worldserver.conf.dist:1572	worldserver=1	Bool:server/game/World/World.cpp:1697	Bool=true	CONFIG_HOTSWAP_INSTALL_ENABLED		missing_in_rust	-
HotSwap.EnablePrefixCorrection	worldserver:server/worldserver/worldserver.conf.dist:1581	worldserver=1	Bool:server/game/World/World.cpp:1698	Bool=true	CONFIG_HOTSWAP_PREFIX_CORRECTION_ENABLED		missing_in_rust	-
HotSwap.EnableReCompiler	worldserver:server/worldserver/worldserver.conf.dist:1548	worldserver=1	Bool:server/game/World/World.cpp:1694	Bool=true	CONFIG_HOTSWAP_RECOMPILER_ENABLED		missing_in_rust	-
HotSwap.Enabled	worldserver:server/worldserver/worldserver.conf.dist:1531	worldserver=1	Bool:server/game/World/World.cpp:1693	Bool=true	CONFIG_HOTSWAP_ENABLED		missing_in_rust	-
HotSwap.ReCompilerBuildType	worldserver:server/worldserver/worldserver.conf.dist:1589	worldserver=""	String:server/game/Scripting/ScriptReloadMgr.cpp:1109	String=""	auto directive		missing_in_rust	-
HotSwap.ScriptDir	worldserver:server/worldserver/worldserver.conf.dist:1539	worldserver="scripts"	String:server/game/Scripting/ScriptReloadMgr.cpp:556	String="scripts"			missing_in_rust	-
HotfixDatabase.SynchThreads	worldserver:server/worldserver/worldserver.conf.dist:152	worldserver=1					missing_in_rust	-
HotfixDatabase.WorkerThreads	worldserver:server/worldserver/worldserver.conf.dist:136	worldserver=1					missing_in_rust	-
HotfixDatabaseInfo	worldserver:server/worldserver/worldserver.conf.dist:118	worldserver="127.0.0.1;3306;trinity;trinity;hotfixes"					missing_in_rust	Rust usa subclaves HotfixDatabaseInfo.Host/Port/Username/Password/Database; C++ usa valor semicolonado HotfixDatabaseInfo
HotfixDatabaseInfo.Database						get_string_default:crates/world-server/src/main.rs:222	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
HotfixDatabaseInfo.Host						get_string_default:crates/world-server/src/main.rs:217	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
HotfixDatabaseInfo.Password						get_string_default:crates/world-server/src/main.rs:220	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
HotfixDatabaseInfo.Port						get_value:crates/world-server/src/main.rs:218	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
HotfixDatabaseInfo.Username						get_string_default:crates/world-server/src/main.rs:219	rust_only_schema_mismatch	subclave Rust incompatible con la clave C++ semicolonada
IPLocationFile	worldserver:server/worldserver/worldserver.conf.dist:241|bnetserver:server/bnetserver/bnetserver.conf.dist:216	worldserver=""|bnetserver=""	String:common/IPLocation/IPLocation.cpp:41	String=""	std::string databaseFilePath		missing_in_rust	-
Instance.IgnoreLevel	worldserver:server/worldserver/worldserver.conf.dist:1026	worldserver=0	Bool:server/game/World/World.cpp:1113	Bool=false	CONFIG_INSTANCE_IGNORE_LEVEL		missing_in_rust	-
Instance.IgnoreRaid	worldserver:server/worldserver/worldserver.conf.dist:1034	worldserver=0	Bool:server/game/World/World.cpp:1114	Bool=false	CONFIG_INSTANCE_IGNORE_RAID		missing_in_rust	-
Instance.UnloadDelay	worldserver:server/worldserver/worldserver.conf.dist:1044	worldserver=1800000	Int:server/game/World/World.cpp:1119	Int=30 * MINUTE * IN_MILLISECONDS	CONFIG_INSTANCE_UNLOAD_DELAY		missing_in_rust	-
InstanceMapLoadAllGrids	worldserver:server/worldserver/worldserver.conf.dist:330	worldserver=0	Bool:server/game/World/World.cpp:804	Bool=false	CONFIG_INSTANCEMAP_LOAD_GRIDS		missing_in_rust	-
InstanceServerPort	worldserver:server/worldserver/worldserver.conf.dist:173	worldserver=8086	Int:server/game/World/World.cpp:848|Int:server/game/World/World.cpp:855	Int=8086|Int=8086	CONFIG_PORT_INSTANCE	get_value:crates/world-server/src/main.rs:459	rust_exact_key	-
InstancesResetAnnounce	worldserver:server/worldserver/worldserver.conf.dist:1052	worldserver=false	Bool:server/game/World/World.cpp:1622	Bool=false	CONFIG_INSTANCES_RESET_ANNOUNCE		missing_in_rust	-
InstantFlightPaths	worldserver:server/worldserver/worldserver.conf.dist:1001	worldserver=0	Bool:server/game/World/World.cpp:1111	Bool=false	CONFIG_INSTANT_TAXI		missing_in_rust	-
LevelReq.Auction	worldserver:server/worldserver/worldserver.conf.dist:3481	worldserver=1	Int:server/game/World/World.cpp:792	Int=1	CONFIG_AUCTION_LEVEL_REQ		missing_in_rust	-
